index,quote,author,tags,likes
164,"What makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...","Antoine de Saint-Exupéry,",inspirational,3916
165,"You were born with wings, why prefer to crawl through life?",Rumi,inspirational,3911
166,?Though nobody can go back and make a new beginning... Anyone can start over and make a new ending.,Chico Xavier,inspirational;life-lessons,3911
167,"Live in the present, remember the past, and fear not the future, for it doesn't exist and never shall. There is only now.","Christopher Paolini,",inspirational,3907
168,"It doesn't interest me what you do for a living. I want to know what you ache for, and if you dare to dream of meeting your heart's longing",Oriah Mountain Dreamer,inspirational,3901
169,Believe in Your Hear,"Roy T. Bennett,",believe;heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;magic;miracles;optimism;optimistic;passion;positive;positive-affirmation;positive-life;positive-thinking;purpose,3844
170,We are just an advanced breed of monkeys on a minor planet of a very average star. But we can understand the Universe. That makes us something very special.,Stephen Hawking,inspirational;science,3816
171,"Make improvements, not excuses. Seek respect, not attention.","Roy T. Bennett,",excuse;improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;respect,3742
172,Be grateful for what you already have while you pursue your goals,"Roy T. Bennett,",goal;goals;gratitude;happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leader;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3733
173,Life becomes easier and more beautiful when we can see the good in other people.,Roy T. Bennett,goodness;inspiration;inspirational;inspirational-quotes;inspire;inspiring;kindness;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3727
174,Happiness [is] only real when shared,"Jon Krakauer,",family;happiness;inspirational;love;marriage,3724
175,"?Life is a shipwreck, but we must not forget to sing in the lifeboats.",Voltaire,inspirational,3720
176,"Don't let the expectations and opinions of other people affect your decisions. It's your life, not theirs. Do what matters most to you; do what makes you feel alive and happy. Don't let the expectations and ideas of others limit who you are. If you let others tell you who you are, you are living their reality — not yours. There is more to life than pleasing people. There is much more to life than following others' prescribed path. There is so much more to life than what you experience right now. You need to decide who you are for yourself. Become a whole being. Adventure.",Roy T. Bennett,action;adventure;authentic-living;authentic-self;authenticity;confidence;experience;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;who-you-are;whole-being,3715
177,"Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",Steve Maraboli,destiny;happiness;history;inspirational;let-go;letting-go;life;motivational;moving-on;success,3711
178,"It was, he thought, the difference between being dragged into the arena to face a battle to the death and walking into the arena with your head held high. Some people, perhaps, would say that there was little to choose between the two ways, but Dumbledore knew - and so do I, thought Harry, with a rush of fierce pride, and so did my parents - that there was all the difference in the world.","J.K. Rowling,",inspirational,3688
179,"A ship is safe in harbor, but that's not what ships are for.",John A. Shedd,courage;inspirational;misattributed-grace-hopper;misattributed-william-g-t-shedd;risk,3677
180,Better to be strong than pretty and useless.,"Lilith Saintcrow,",girls;inspirational;pretty;strength;women,3650
181,"Follow your heart, listen to your inner voice, stop caring about what others think.","Roy T. Bennett,",be-yourself;be-yourself-inspirational;be-yourself-quote;be-yourself-quotes;heart;inner-voice;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;wisdom;wise,3645
182,"The unreal is more powerful than the real. Because nothing is as perfect as you can imagine it. Because its only intangible ideas, concepts, beliefs, fantasies that last. Stone crumbles. Wood rots. People, well, they die. But things as fragile as a thought, a dream, a legend, they can go on and on. If you can change the way people think. The way they see themselves. The way they see the world. You can change the way people live their lives. That's the only lasting thing you can create.","Chuck Palahniuk,",believe;inspirational,3626
183,The most common way people give up their power is by thinking they don't have any.,Alice Walker,inspirational,3621
184,"Pursue what catches your heart, not what catches your eyes.","Roy T. Bennett,",gratitude;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;thoughts,3600
185,The past has no power over the present moment.,Eckhart Tolle,education;inspirational;life;philosophy;truth;wisdom,3581
186,Acts of Kindness,"Roy T. Bennett,",inspiration;inspirational;inspirational-quotes;inspire;inspiring;kind;kindness;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3567
187,"Even if you are on the right track, you’ll get run over if you just sit there.",Will Rogers,enterprise;humor;inertia;inspirational,3567
188,Maybe everyone can live beyond what they're capable of.,"Markus Zusak,",hope;inspirational;life;philosophy,3560
189,"Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.",Roy T. Bennett,anger;grudge;happiness;happy;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;regret;time;worry,3544
190,"The most beautiful things in the world cannot be seen or touched, they are felt with the heart.","Antoine de Saint-Exupéry,",inspirational,3492
191,"Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.","Roy T. Bennett,",achievement;believe-in-yourself;brave;courage;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;talent,3486
192,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.","Roy T. Bennett,",challenge;enjoy-the-journey;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;keep-moving-forward;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;move-on;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3473
193,Learn to light a candle in the darkest moments of someone’s life. Be the light that helps others see; it is what gives life its deepest significance.,"Roy T. Bennett,",giving;goals;goals-in-life;inspiration;inspirational;inspirational-quotes;learn;learning;life;life-quotes;light;light-and-darkness;living-life;meaning;meaning-of-life;meaningful;meaningful-life;wisdom;wise,3464
